code,name,type
ECON90056,World Economic History,Requisites apply | Subject
CHEN90038,Product Design and Analysis,Subject
PHIL20045,Freedom and Equality Across Borders,Subject
LAWS50060,Melbourne Journal of International Law,Requisites apply | Subject
ACCT90040,Accounting Analysis and Decisions,Requisites apply | Subject
KORE40003,Honours Korean A,Requisites apply | Subject
MIIM30003,Medical and Applied Immunology,Requisites apply | Subject
JOUR90008,Video Journalism,Quotas apply | Requisites apply | Subject
AHIS40008,Twentieth-Century Italian Art: 1909-1969,Subject
CHEM10008,Foundation Studies in Chemistry,Subject
LING40002,Issues in Linguistic Research,Subject
DRAM30034,Theatre Skills 3,Requisites apply | Subject
SCWK90053,Counselling and Interviewing Skills,Subject
BINF90011,Bioinformatics Research Project Pt 3,Subject
CWRI20012,Writing Identity and Difference,Subject
ISLM40012,Islamic Studies Thesis Part 2,Requisites apply | Subject
EURO40001,Introduction to European Critical Theory,Subject
DNCE40004,Dance Major Project,Requisites apply | Subject
LAWS90284,Legal Pluralism,Quotas apply | Subject
LAWS70046,Trade Marks and Unfair Competition,Quotas apply | Requisites apply | Subject
DENT90142,Professional Practice 1,Subject
ABPL90447,Tonga Traveling Studio,Quotas apply | Subject
LAWS70093,International Law and Development,Quotas apply | Subject
DRAM30027,Performance Practice 3,Requisites apply | Subject
ARBC20001,Arabic in Context 1,Requisites apply | Subject
INDO20008,Indonesian 5,Requisites apply | Subject
ENST40003,Ecosystem & Forest Science Research Pt1,Requisites apply | Subject
ARTS90035,Indigenous Governance Principles,Subject
MEDS90017,Educational Leadership in Surgery,Requisites apply | Subject
MUSI10220,Practical Music 1,Requisites apply | Subject
MKTG90046,Content Marketing,Requisites apply | Subject
LAWS70270,"Construction Contract Analysis, Drafting",Requisites apply | Subject
LAWS90232,Global Digital Tax,Quotas apply | Requisites apply | Subject
SPAN20025,Realities and Fictions of Argentina,Requisites apply | Subject
PADM90018,Crisis Management,Subject
EVSC20008,Earth's Surface Processes,Quotas apply | Requisites apply | Subject
PSYC90015,Advanced Psychopathology,Requisites apply | Subject
ABPL90314,Property Agency and Marketing (PG),Requisites apply | Subject
MGMT10003,Organisation and Management,Subject
OTOL40003,Otolaryngology Research Project Part 2,Requisites apply | Subject
DNCE30029,Dance Lab 6: Performance Skills,Requisites apply | Subject
GEOG90029,Research Methods in Geography,Subject
ENGR90046,Nuclear Engineering,Requisites apply | Subject
ENGL40015,American Fiction: The 20th Century,Subject
LAWS70107,Principles of Corporate Law,Quotas apply | Requisites apply | Subject
MUSI90191,The Research Process For Musicians (RHD),Subject
POPH90199,Gender and Health,Subject
OPTO90029,Preclinical Optometry Refresher,Requisites apply | Subject
INDG90003,Disruption and Change,Requisites apply | Subject
MUSI90042,Theory for Music Therapists 2,Requisites apply | Subject
CHEM90033,Chemistry Research Project Pt 3,Subject
ECON90004,Topics in Advanced Economic Analysis,Requisites apply | Subject
EDUC91190,Foundations: Science Teaching,Subject
EDUC91342,"Diversity, Identities, and Education",Requisites apply | Subject
MUSI20123,Symphonic Ensembles 2 (Breadth),Requisites apply | Subject
ABPL90413,Construction Cost Planning,Requisites apply | Subject
CVEN90062,Building Information Modeling,Subject
ACTL90010,Actuarial Practice and Control I,Requisites apply | Subject
LAWS70031,Goods and Services Tax,Quotas apply | Subject
FOOD90022,Food Chemistry,Subject
GERM30006,German 6,Requisites apply | Subject
EDUC91320,Foundations: Educational Leadership,Requisites apply | Subject
HPSC30038,Exploring Digital Realities,Subject
JAPN20012,Variation in Japanese Language,Quotas apply | Requisites apply | Overseas | Subject
GEOL90028,Geochronology and Thermochronology,Subject
MEDI90131,2nd and 3rd Trimester OBGYN – Practical,Requisites apply | Subject
LAWS50075,Trade Mark Law,Quotas apply | Requisites apply | Subject
ELEN90030,Information Theory,Requisites apply | Subject
LAWS70399,Mineral and Petroleum Tax,Quotas apply | Subject
LAWS90124,Gender and Human Rights,Quotas apply | Requisites apply | Subject
ENEN80001,PhD Research,Subject
ABPL90290,Fundamentals of Built Environment Law,Subject
ACCT90033,Integrated Accounting Studies,Requisites apply | Subject
LAWS90078,Corporate Governance,Quotas apply | Requisites apply | Subject
AGRI20036,Ecology and Grazing Management,Requisites apply | Subject
OPTO90017,Graduate Seminar in Vision Science,Subject
LAWS90265,Tax of Collective Investment Funds,Quotas apply | Subject
CHIN30012,Chinese Economic Documents,Requisites apply | Subject
MULT10022,"Our Planet, Our Health",Subject
MAST90044,Thinking and Reasoning with Data,Subject
VETS90051,Advanced Clinical Skills 3 Part B,Requisites apply | Subject
DNCE90015,Choreography as Research,Subject
BMEN90011,Tissue Engineering & Stem Cells,Requisites apply | Subject
GEOM90043,Spatial IT Project,Requisites apply | Subject
COMP90046,Constraint Programming,Requisites apply | Subject
NURS90152,Critical Care Nursing,Requisites apply | Subject
MUSI90150,"Music Learning, Teaching and Research",Subject
POPH90277,M.Epidemiology Research Project Part 2,Requisites apply | Subject
LAWS90152,Health Data Governance,Quotas apply | Subject
ECON40013,Monetary Economics,Requisites apply | Subject
SPAN20027,Intensive Spanish 3 & 4,Requisites apply | Subject
LAWS90237,FinTech and Payments Law,Quotas apply | Subject
HIST10016,Europe: From Black Death to New Worlds,Subject
MUSI20206,The Business of Music,Subject
PSYC90096,Thesis (Masters/coursework) Part 2,Requisites apply | Subject
FRST90076,Short Research Project B,Requisites apply | Subject
EDUC91051,Engaging and Assessing Learners (EC) 2,Requisites apply | Subject
EDUC90096,Supervised Observation (Second Language),Quotas apply | Requisites apply | Subject
ABPL20053,Construction of Concrete Buildings,Requisites apply | Subject
EDUC90938,Quality Assessment Design,Requisites apply | Subject
ABPL90288,Architectural Cultures 1: Modernism,Requisites apply | Subject
MUST30015,Production Studio 1,Requisites apply | Subject
ISYS30008,Business Analytics,Requisites apply | Subject
FOOD90034,Sustainable Food Production,Subject
UNIB20024,Designer Humans - Prospects & Perils,Subject
LAWS90115,"Space, High Seas, Seabed & Antarctic Law",Quotas apply | Subject
POPH90279,Epidemiology Research Project Part 2,Requisites apply | Subject
LAWS90019,Domestic Courts and International Law,Requisites apply | Subject
IBUS90002,Managing in Asia,Requisites apply | Subject
CHIN90003,Topics in Chinese Studies,Requisites apply | Subject
POLS30022,Global Environmental Politics,Subject
MUST20012,Music Theatre Combination Skills 1,Requisites apply | Subject
LAWS90323,Banking and Financial Regulation in Asia,Quotas apply | Requisites apply | Subject
MKTG90037,Managing for Value Creation,Quotas apply | Subject
DENT40010,Oral Health Sci Research Proj Part 1,Requisites apply | Subject
PHYS20009,Research-Based Physiology,Quotas apply | Requisites apply | Subject
ABPL90331,ICT in Building,Quotas apply | Requisites apply | Subject
LAWS90166,Big Data: Competition Policy and Law,Subject
RUSS10001,Russian 1,Requisites apply | Subject
PHYC90010,Statistical Mechanics,Requisites apply | Subject
LAWS90249,UN Law and Practice,Quotas apply | Requisites apply | Subject
MGMT90305,Indigenising Enterprise Structures,Subject
BUSA90512,Industry Studies in Asia,Requisites apply | Subject
BMEN30009,Introduction to Biomaterials,Requisites apply | Subject
PSYT90059,Substance Use Disorders,Subject
GEND90012,Gender and Development Thesis Part 2,Requisites apply | Subject
EDUC91149,Learning Area Visual Arts and Design A2,Requisites apply | Subject
GENE90023,Intro to Human Genetics & Genomics,Subject
MECM90032,Marketing Communications Thesis Part 1,Requisites apply | Subject
MULT30023,Science & Engineering in Popular Culture,Subject
PHYC90050,Physics Research Project Pt 4,Requisites apply | Subject
LAWS50078,Environmental Law,Quotas apply | Requisites apply | Subject
DENT90037,Advanced Clinical Practice 2,Subject
MUSI20223,Music Performance Science,Subject
ABPL90277,Humanitarian Construction,Quotas apply | Requisites apply | Subject
MEDI40018,Research Project - WH Part 1,Requisites apply | Subject
EDUC91180,Learning Area Visual Arts and Design B3,Requisites apply | Subject
LAWS50102,Street Law,Quotas apply | Requisites apply | Subject
EDUC91284,Learning Area Music (SI) B3,Requisites apply | Subject
ECON90016,Environmental Economics and Strategy,Requisites apply | Subject
PHTY90002,The Pelvic Floor:Function&Dysfunction,Requisites apply | Subject
PHYC30021,Laboratory and Computational Physics 3,Requisites apply | Subject
PSYC90062,Mental Health and Young People,Subject
MUSI90193,Studio Teaching 2,Requisites apply | Subject
MCEN90061,Mechatronics Systems Design,Requisites apply | Subject
BCMB40013,Biochemistry & Pharmacology Research 1,Requisites apply | Subject
FRST90025,Patterns and Processes of Landscape Fire,Subject
BUSA90055,Corporate Strategy,Subject
EURO20006,Europe and its Others,Subject
DRAM90023,Applied Dramaturgy 2,Requisites apply | Subject
DENT90148,Specialty preclinical dental practice,Requisites apply | Subject
OPTO90016,Glaucoma and Retinal Disease,Requisites apply | Subject
ZOOL30004,Evolutionary Applications,Requisites apply | Subject
AHIS30022,Renaissance Art in Global Context,Subject
COMP90060,Computer Science Research Project Pt1,Requisites apply | Subject
ECOM40003,Macroeconometrics,Requisites apply | Subject
LAWS90251,The Law and Economics of Globalisation,Quotas apply | Subject
MUSI90034,Music Therapy Methods 3,Requisites apply | Subject
CEDB30003,Developmental Biology,Quotas apply | Requisites apply | Subject
ECOL30005,Applied Ecology,Requisites apply | Subject
BUSA90516,Resilient Leadership,Subject
LAWS50127,Philosophical Foundations of Law,Quotas apply | Requisites apply | Subject
GEOG20011,Global Inequalities In The Anthropocene,Subject
MUSI90224,Orchestral Instrument Performance 3,Requisites apply | Subject
MGMT90258,Supply Chain Analytics,Requisites apply | Subject
MEDI40002,Advanced Studies in Biomedicine,Requisites apply | Subject
ARTS20002,Going Places - Travelling Smarter,Subject
EDUC91040,Beyond Siloed Approaches to Science,Requisites apply | Subject
ECON40007,Industrial Organisation,Requisites apply | Subject
SPAN30016,Spanish 7,Requisites apply | Subject
EDUC91170,Learning Area Media Studies 3,Requisites apply | Subject
FREN40005,French IV: Honours Language I,Requisites apply | Subject
ECON40017,Mathematics for Economists,Requisites apply | Subject
SPAN30014,Spanish 5,Requisites apply | Subject
ITAL30005,Contemporary Italy Study Abroad,Requisites apply | Overseas | Subject
MAST20006,Probability for Statistics,Requisites apply | Subject
SCIE10009,Science Knowledge Foundations: Chemistry,Requisites apply | Subject
BCMB30012,Current Advances in Molecular Science,Requisites apply | Subject
EVSC90019,Graduate Seminar: Environmental Science,Subject
EDUC91327,"Embodied Pedagogies, Play and Practice",Requisites apply | Subject
EDUC91078,Engaging and Assessing Learners (Prim) 1,Requisites apply | Subject
PHYC20013,Laboratory and Computational Physics 2,Requisites apply | Subject
ABPL90065,Managing Global City Regions,Subject
INDG20001,Indigenous Treaties and Titles,Requisites apply | Subject
EDUC90848,Applied Research Methodology,Subject
INFO30008,Interactive Technology Project,Requisites apply | Subject
BUSA90556,Business Essentials for Managers,Quotas apply | Subject
EDUC91045,Critical Review of Wellbeing Science,Requisites apply | Subject
LAWS90039,Mediation,Quotas apply | Requisites apply | Subject
MUSI40073,Composition Studies,Requisites apply | Subject
MAST90029,Differential Topology,Requisites apply | Subject
FLTV90052,Screen Production,Requisites apply | Subject
THTR90021,Writing for Performance 3 (Portfolio),Requisites apply | Subject
JAPN30011,Reading Japanese Literature,Requisites apply | Subject
ABPL90321,Building the Brief: People Process Place,Requisites apply | Subject
LAWS50034,Criminal Law and Procedure,Requisites apply | Subject
SOCI30017,"Medicine, Sickness and Society",Requisites apply | Subject
DRAM30035,Professional Practice Theatre 1,Requisites apply | Subject
FREN30001,French 7,Requisites apply | Subject
PATH30004,Advanced Investigation of Human Disease,Quotas apply | Requisites apply | Subject
DPSS90012,Graphic Design: Process & Strategy,Subject
BUSA90494,Performance Metrics,Requisites apply | Subject
PHTY90004,Exercise for Women,Subject
DNCE30028,Choreographic Production,Requisites apply | Subject
RURA90009,Health Projects in Aboriginal Settings,Requisites apply | Subject
ENVS10001,Natural Environments,Subject
CWRI40014,Writing Australia,Requisites apply | Subject
DENT90032,Research Design 2,Requisites apply | Subject
ANTH20017,"Anthropology: History, Theory, Practice",Subject
MUSI90252,Research Process for Music Psychologists,Subject
CHEM40013,Chemistry Honours Research Project Pt2,Requisites apply | Subject
ENGL40020,Australian Theatre and Performance,Requisites apply | Subject
INDG40005,Writing Ethical Indigenous Histories,Subject
MAST90053,Experimental Mathematics,Requisites apply | Subject
BMSC90018,Defence & Disease: Containment or Chaos,Subject
LARC30002,History of Landscape Design,Requisites apply | Subject
ARBC10006,Arabic 2,Requisites apply | Subject
POPH30005,"Communicating for Health, not Harm",Requisites apply | Subject
GDES20001,Graphic Design Studio 2: Image & Media,Requisites apply | Subject
MAST10012,Introduction to Mathematics,Requisites apply | Subject
LAWS90306,Cybercrime Law,Quotas apply | Subject
ASIA80001,PhD Research,Subject
PHYC90030,Physics Research Project Pt 1,Subject
INDO40008,Indonesian Thesis Part 1,Requisites apply | Subject
INDG90004,Collaborative Fieldwork,Requisites apply | Subject
EDUC91241,Learning Area Commerce (SI) 2,Requisites apply | Subject
COMP90015,Distributed Systems,Requisites apply | Subject
FRST30001,Forest Systems,Subject
IBUS90001,Global Strategy,Requisites apply | Subject
PLAN10001,Cities Past and Future,Subject
SCIE90006,"Scientists,Communication & the Workplace",Subject
ZOOL30007,Experimental Animal Behaviour,Requisites apply | Subject
CRIM90011,Criminal Justice Knowledge Production,Subject
ACCT90008,Acc.Information and Security Valuation,Requisites apply | Subject
ABPL90371,Design Activism,Subject
ENGM90016,Engineering Management Capstone,Requisites apply | Subject
VETS90114,Diagnostics and Therapeutics,Subject
ENGR90041,Engineering Research Project Part 1,Requisites apply | Subject
